+1 to +30,CAI,Instability,length,meanElongation,microarray,normalizedInitRate,tAI,translationRate,Half-life,Start,Stop,Type,uAUG,Protein,pro/micro,predicted_pro/micro,predicted_Protein,,,,,
-5.3,0.789,49.19134,231,0.128063008,2.717346102,0.026704303,0.206,0.006891987,0,0,2,0,0,0.925,0.340405662,6.379607546,46.08526096,1318,1119,,,
-0.6,0.793,36.64935,462,0.124380923,2.532186909,0.009434986,0.2089,0.005088983,0,0,0,0,0,2.04,0.805627733,-5.836869678,-42.15107798,1176,1606,,,
-3.3,0.81,48.37333,45,0.134670747,12.53066267,0.084620344,0.2687,0.008101012,1,0,0,0,0,1475,117.7112527,28.32597496,204.5556211,105,161,,,
-1.9,0.842,18.42587,143,0.130797555,9.00357346,0.678188119,0.2297,0.007440394,0,0,0,0,0,1168,129.7262698,16.0005207,114.5696154,82,569,,,
0,0.821,37.40408,466,0.131958418,5.665845403,1.590857088,0.2349,0.007323655,0,0,2,0,0,446,78.71729076,20.63076452,146.5851185,175,359,,,
-2,0.78,46.87955,88,0.12789946,6.209458692,0.013523443,0.2059,0.005863137,0,0,0,0,2,3.29,0.529836845,5.826330147,42.10861964,1249,1145,,,
0,0.816,40.86688,317,0.128521293,6.882499582,0.069827276,0.2157,0.007091339,0,0,0,0,2,11.6,1.685434174,7.935282061,57.25700939,1044,1030,,,
-3.3,0.834,23.53913,483,0.133474098,2.874118295,0.012223841,0.2195,0.005373457,1,1,0,0,0,26.5,9.220218961,24.29839077,175.5705446,722,250,,,
-1.8,0.796,33.20278,396,0.124480482,4.518296452,0.014222493,0.1986,0.005825502,0,0,1,0,0,0.064,0.014164631,-5.502842771,-39.74528956,1592,1599,,,
-1.8,0.83,46.21674,221,0.12670423,2.616771787,0.007782088,0.2163,0.004504118,1,0,0,0,0,0.52,0.198718131,1.860661595,13.46587254,1386,1368,,,
-1,0.815,18.34514,144,0.129131501,3.521282765,0.139182318,0.217,0.007371683,1,1,0,0,0,3.32,0.942838227,10.01691366,72.18745015,1146,906,,,
-1.5,0.81,35.55135,296,0.12474675,2.895978537,0.073934141,0.2098,0.006817663,0,0,0,0,0,1.61,0.555943347,-4.56923328,-33.0940691,1239,1578,,,
-0.7,0.833,41.23769,130,0.130481886,3.516006554,1.377705497,0.2289,0.007539892,1,0,0,0,0,110,31.28549345,15.55489005,110.2479333,380,590,,,
0,0.816,35.87267,172,0.125759841,2.904128238,0.081547422,0.2197,0.007037757,0,1,0,0,0,65.4,22.51966671,-1.205528244,-8.803432652,472,1481,,,
-4.1,0.861,45.81331,248,0.131326677,10.3760838,0.117263637,0.2224,0.007388842,0,0,0,0,0,399,38.45381434,17.27245068,124.6429371,329,490,,,
0,0.835,53.80702,228,0.129843401,4.54406576,0.262966908,0.2262,0.007334717,0,0,0,0,0,4.31,0.948489795,12.48225067,89.80439842,1143,768,,,
-1.5,0.854,33.45,70,0.133904711,3.247876323,0.479155276,0.2404,0.008026125,0,0,2,0,0,12.3,3.787090017,26.12614161,188.0403658,895,208,,,
-3.4,0.751,42.53924,79,0.129970672,5.718322422,0.437914949,0.2348,0.007391665,0,0,2,0,0,143,25.00733422,13.05416641,93.66085307,449,738,,,
-2.8,0.806,42.18909,110,0.128430452,3.471135053,4.0929784,0.2348,0.007217494,0,0,0,0,0,6.07,1.748707529,11.08752122,73.69373887,1033,846,,,
-1.3,0.849,34.88627,51,0.131176351,2.421458848,0.300975299,0.2489,0.007915321,0,0,2,0,0,0.1,0.041297419,16.93199067,121.8937083,1534,506,,,
-3.6,0.81,51.18226,62,0.12789689,2.829676508,0.240333658,0.2225,0.007340278,1,0,2,0,0,0.043,0.015196083,6.012495993,43.09634361,1588,1137,,,
-8,0.803,36.24729,406,0.129422306,2.722202628,0.115976571,0.2113,0.007077673,0,1,0,0,2,2.58,0.947761924,10.96066155,79.04254812,1144,853,,,
-6.4,0.798,30.49904,417,0.12433656,2.448186529,0.040834802,0.2001,0.006738934,0,1,2,0,0,0.891,0.363942857,-5.95692732,-43.06795674,1312,1611,,,
-2.8,0.866,48.7,102,0.132829232,3.686399178,0.106914366,0.2429,0.007579913,1,0,0,0,1,0.036,0.009765627,22.24271818,160.5692194,1605,303,,,
-5.3,0.831,27.09588,510,0.130760134,11.84003416,0.015304926,0.2277,0.005665042,1,0,0,0,0,167,14.10468904,15.30753037,110.6070944,609,608,,,
-1.5,0.79,29.70669,239,0.126037623,3.997002464,0.007629518,0.2214,0.004571625,0,0,0,0,2,28.4,7.105324617,-0.348464553,-2.494732569,780,1457,,,
-0.5,0.812,38.14154,467,0.13023152,3.531018126,2.083966232,0.2247,0.007170413,0,0,0,0,0,467,132.256472,15.33144795,107.5209307,79,605,,,
0,0.823,37.32099,548,0.131516096,8.313370041,0.06532826,0.2267,0.007183588,0,0,0,0,0,241,28.98944698,17.85556668,128.9377451,405,465,,,
-1.1,0.84,40.37238,391,0.130851788,9.286158576,0.61833365,0.2161,0.007274363,0,0,0,0,0,237,25.52185579,16.12886142,115.5911665,442,559,,,
-5.4,0.825,28.02131,502,0.13089355,9.783416643,0.005256286,0.2253,0.0036243,0,0,0,0,0,364,37.20581605,15.74101765,113.7548528,339,580,,,
-0.2,0.808,26.68159,603,0.1298008,4.044804455,1.904601728,0.2262,0.007134877,1,0,2,0,0,1.65,0.407930722,13.75017528,96.37887145,1296,692,,,
-1.6,0.805,38.125,196,0.126771953,4.133745987,0.121288828,0.2282,0.006850486,0,0,2,0,2,6.13,1.482916468,2.182509731,15.61239366,1068,1350,,,
-0.8,0.838,45.7549,255,0.131261998,7.801884633,0.512032551,0.2279,0.007273673,1,1,0,0,0,447,57.29384899,17.39696754,124.9206476,236,483,,,
-4.9,0.801,33.73567,342,0.125092139,2.674702238,0.016395792,0.2049,0.006263474,0,0,0,0,0,0.233,0.0871125,-3.474074859,-25.09094873,1484,1551,,,
-2.7,0.816,38.6317,530,0.128811842,3.443408443,0.074770596,0.2183,0.007057245,0,0,0,0,0,0.544,0.157983001,8.902343341,64.23619962,1408,969,,,
-3,0.815,44.08385,390,0.127085879,3.114801504,0.016009379,0.2167,0.006276041,1,0,0,0,0,5.41,1.736868302,3.132427879,22.64137032,1035,1295,,,
0,0.819,46.96517,333,0.128961009,6.404097625,6.90E-05,0.2219,7.04E-05,0,0,0,0,0,101,15.77115246,9.332531331,67.46197497,577,941,,,
0,0.83,32.6122,500,0.131967944,2.653485618,1.805130557,0.2291,0.007246949,0,1,0,0,0,5.23,1.970992405,20.84625306,147.8044481,1010,356,,,
-0.1,0.801,34.18756,201,0.128947571,9.116614202,0.516475679,0.2177,0.007163189,1,0,0,0,0,619,67.89801414,9.731257704,69.52920998,202,919,,,
-2.1,0.827,42.32028,424,0.133882484,9.601288472,0.054436136,0.2306,0.007159656,0,0,0,0,0,204,21.2471483,25.68792883,185.5433986,494,222,,,
-1.5,0.815,50.29817,218,0.128890177,8.234588016,0.021158214,0.2246,0.006676802,0,0,2,0,0,197,23.92347979,9.115910905,65.86367738,459,957,,,
-3,0.853,24.38065,155,0.134185987,12.35980003,0.129001588,0.2446,0.007802539,0,0,0,0,0,696,56.31159067,26.75767701,193.1548149,239,192,,,
-2.2,0.84,35.3711,173,0.131166317,6.530786759,1.259128018,0.2281,0.007304987,1,0,0,0,0,52.6,8.054159773,17.72116938,126.0860191,754,472,,,
-3.6,0.84,33.45926,135,0.13384116,9.609131275,0.074591622,0.2534,0.007600808,1,0,0,0,0,153,15.92235506,25.56829024,184.6472618,575,224,,,
-1,0.784,49.58316,1538,0.125456942,2.181481261,0.013596667,0.2056,0.00580897,0,0,1,0,0,1.13,0.517996657,-2.267597182,-16.36978744,1252,1516,,,
0,0.869,59.39739,115,0.13334901,11.07256889,0.379868337,0.2336,0.007764775,0,0,0,0,0,559,50.48512279,24.19944271,174.2764621,264,255,,,
-5.7,0.841,35.28229,271,0.130887783,4.802080433,0.012786478,0.2375,0.00547226,0,1,0,0,0,0.145,0.030195246,15.72837056,113.651615,1553,582,,,
0,0.84,24.85699,193,0.133319399,11.85100088,1.744851466,0.2224,0.007634724,0,0,0,0,0,495,41.76862402,25.27294978,179.8821133,313,229,,,
-3,0.836,47.40616,341,0.13226102,7.783996535,0.148713957,0.2412,0.007396541,0,0,0,0,2,198,25.43680475,20.39566192,147.1584629,444,368,,,
-6.3,0.815,40.69476,382,0.127979324,8.590769856,0.011683466,0.2247,0.005638599,0,0,0,0,0,62.9,7.321811788,6.089403279,44.01221089,775,1132,,,
0,0.842,28.79957,470,0.13643285,9.926217312,0.046155896,0.2636,0.007625458,1,0,0,0,0,1161,116.9629843,34.13219723,246.5659349,107,75,,,
-2,0.835,14.11282,78,0.137424905,13.72649618,0.201225206,0.2543,0.008224311,1,0,0,0,0,5694,414.8181681,37.55276211,271.0350792,8,40,,,
0,0.793,40.8541,122,0.129761278,6.029533209,0.334295292,0.2192,0.007425658,0,0,1,0,0,38.3,6.352067179,12.27133699,88.16818503,798,783,,,
0,0.823,37.87143,252,0.130958053,4.598506233,0.06532826,0.2406,0.007398695,1,0,0,0,0,63.7,13.85232438,16.00632972,115.5770842,614,568,,,
-3.3,0.818,30.20556,792,0.133366493,9.142630033,0.093412783,0.2411,0.007301185,0,0,0,0,0,397,43.42295363,24.0114989,173.3698576,305,263,,,
-2.7,0.799,33.07874,348,0.126533317,6.149410723,0.030399456,0.2202,0.006580304,0,0,2,0,0,19.2,3.122250385,1.313705504,9.478505923,932,1392,,,
-4.9,0.78,38.48635,249,0.125243346,2.761491378,0.002459172,0.1989,0.002023095,0,0,2,0,0,2.25,0.814777123,-2.984969191,-21.53522468,1171,1544,,,
-1,0.84,34.09016,183,0.12908208,5.167157474,0.918897619,0.216,0.007348839,0,0,0,0,0,552,106.8285615,10.5224106,74.61128194,119,881,,,
-3.3,0.778,44.05556,99,0.129329239,10.59961213,0.022305309,0.2244,0.006668115,0,0,0,0,0,1971,185.9502004,10.5718545,76.38100279,47,877,,,
-7.1,0.834,30.94746,118,0.139651734,10.44082745,0.081812064,0.272,0.007987193,0,0,0,0,0,1386,132.7480994,44.82950624,323.7973794,78,12,,,
-3.2,0.811,35.33236,309,0.128123538,9.941881649,1.453933904,0.2213,0.007106123,0,0,0,0,1,179,18.00464,7.805252089,54.13702786,536,1038,,,
-2.7,0.803,41.36622,222,0.127183583,5.29960384,0.288422007,0.2188,0.006940119,0,0,0,0,0,108,20.37888175,3.690023419,26.24081653,506,1267,,,
-0.7,0.803,32.2,753,0.131259979,6.25291719,2.022368667,0.2203,0.00713432,0,0,2,0,0,469,75.00499139,18.68667225,131.8593289,185,432,,,
-2.1,0.876,41.55849,106,0.13169738,4.972035395,0.026496912,0.2369,0.00714754,0,0,0,0,0,83,16.69336467,18.42297283,133.098406,555,441,,,
-1.3,0.843,28.13929,112,0.131551171,8.228349162,0.341440937,0.2418,0.007579973,0,0,0,0,0,567,68.90811132,18.20879883,131.0548452,201,449,,,
0,0.829,45.04436,275,0.130495887,10.02215578,0.432431837,0.2216,0.0072528,0,0,0,0,0,342,34.12439474,14.78991187,106.2101807,358,638,,,
-1.6,0.851,49.46708,161,0.135540366,4.8385385,0.056363665,0.2784,0.007675789,1,0,0,0,0,268,55.38862613,31.18345507,225.2453128,244,111,,,
-1.8,0.834,34.20567,406,0.13137559,2.346262482,0.376918204,0.2177,0.007286896,0,0,2,0,0,126,53.70243141,17.65741225,127.015209,249,474,,,
0,0.82,53.88396,268,0.130585464,8.261531843,0.085372856,0.2286,0.007266973,1,0,0,0,0,194,23.48232794,14.78885351,106.7492904,461,639,,,
-2.9,0.821,26.10022,447,0.131478296,10.51225299,0.186237867,0.2393,0.007206701,0,0,0,0,0,544,51.74913508,17.83408806,128.5920821,258,467,,,
-3.9,0.835,30.97291,347,0.131191391,9.76150069,0.376918204,0.2305,0.007316124,0,0,0,0,1,146,14.95671666,17.04701557,122.6051181,593,501,,,
-1.8,0.808,55.49781,183,0.130911194,8.574499897,0.623173338,0.2281,0.007399453,0,0,2,0,0,241,28.10659547,16.32987454,117.0358535,412,546,,,
-2.4,0.828,20.66495,331,0.136255461,13.78860189,0.031722563,0.2633,0.007600472,0,0,0,0,0,4285,310.7639218,33.53197861,242.2521183,19,82,,,
-3.6,0.829,52.78102,137,0.130414843,10.84415706,0.059705534,0.2264,0.007373857,0,0,2,0,2,279,25.72814083,14.20141993,102.5455433,440,666,,,
-4.3,0.812,13.23992,248,0.130586769,10.43917425,0.041820419,0.2328,0.007279103,0,1,2,0,2,71.4,6.839621438,14.75579482,106.5790552,789,640,,,
-0.8,0.783,38.34301,644,0.130652142,7.389220112,0.22136761,0.2241,0.00668553,0,0,0,0,0,390,52.77958893,15.12654129,108.9748248,253,624,,,
-1.9,0.787,42.85238,273,0.121665653,2.409701079,0.097712374,0.1992,0.006573064,0,0,0,0,0,0.004,0.001659957,-14.75892974,-106.7516667,1646,1659,,,
-0.9,0.793,33.52443,393,0.123760881,2.222785924,0.774353277,0.1976,0.006733909,0,0,0,0,0,0.004,0.001799544,-7.234991537,-53.45750245,1642,1625,,,
-2.7,0.809,39.21144,341,0.127170887,2.914652902,0.077539285,0.21,0.006851017,0,1,2,0,0,3.09,1.060160542,3.466940609,24.96127687,1120,1278,,,
0,0.749,58.03445,119,0.128370918,3.07897872,2.6302251,0.2254,0.00741747,1,0,2,0,0,1.17,0.379996131,9.634685487,65.50148074,1303,925,,,
-4.2,0.817,18.00708,212,0.126706723,2.511773964,0.115976571,0.1966,0.00717438,1,1,2,0,0,0.002,0.00079625,1.961791481,14.02608231,1653,1364,,,
0,0.81,46.80933,375,0.127840008,5.02368019,0.296515564,0.2077,0.006891691,0,2,0,0,0,2.52,0.501624288,5.8722247,41.99438037,1257,1143,,,
-3.3,0.817,34.39822,561,0.129702998,3.70298263,0.100695359,0.2243,0.007189859,1,2,2,0,0,28.5,7.696498431,11.87769911,85.69218071,765,801,,,
-1.8,0.837,28.22841,454,0.132655481,2.224788307,0.045185883,0.2331,0.007337935,0,1,0,0,0,15.5,6.966954991,21.61395939,156.12371,785,325,,,
-2.1,0.81,30.52143,518,0.130275897,2.805758602,0.013491073,0.2119,0.005684996,0,0,0,0,0,1.99,0.7092556,13.70131403,99.00510497,1201,696,,,
-5.4,0.832,20.60836,323,0.131769476,10.95975754,1.809461762,0.2449,0.007270466,0,1,0,0,0,1114,101.6445844,20.1922896,143.0727656,127,376,,,
-3.3,0.819,40.16997,293,0.130181387,8.18704982,0.064510288,0.2194,0.007156832,0,0,0,0,0,45.3,5.53312866,13.43192008,96.97836915,826,714,,,
-1.4,0.814,39.96997,686,0.127447405,2.514059994,0.251395702,0.2199,0.006965897,1,0,0,0,0,1.65,0.65630892,4.532492471,32.38595196,1215,1220,,,
-1.1,0.83,51.52237,219,0.130628483,3.624218526,0.83980919,0.2219,0.007413064,0,0,0,0,0,66.6,18.37637535,15.57897896,111.269376,532,588,,,
-2.5,0.807,55.37188,96,0.130497637,9.434469946,0.019383549,0.2357,0.006820341,0,0,2,0,0,37.9,4.017183818,14.44117148,104.3412616,886,655,,,
-6.6,0.816,47.56913,392,0.129442201,7.625476047,0.057802077,0.2208,0.007114914,0,0,0,0,0,135,17.70381274,10.97665538,79.24975093,538,852,,,
-1,0.859,30.16479,213,0.134753857,9.634634422,0.030564057,0.2228,0.007413117,1,0,0,0,0,654,67.88010539,28.55498484,206.2953683,203,153,,,
-2.2,0.832,36.16617,603,0.131135457,10.54060708,0.145209091,0.22,0.007122796,0,0,0,0,0,7.52,0.713431394,16.66277482,120.1940289,1199,521,,,
-6.5,0.831,35.31059,491,0.131653354,9.481868098,0.191910324,0.2338,0.007326206,0,0,0,0,2,280,29.53004588,18.41906235,132.8095608,400,442,,,
-0.5,0.827,31.50646,480,0.133297831,8.019124384,0.394266943,0.2465,0.007284813,0,0,0,0,0,407,50.75367091,24.04220531,173.1177448,262,262,,,
-4.3,0.806,32.77092,251,0.127645717,2.922958427,0.035234465,0.2079,0.006893338,0,0,2,0,0,9.16,3.133811249,5.004114922,36.13394497,930,1188,,,
-0.8,0.783,29.84129,310,0.127002243,6.839632604,0.454784969,0.212,0.00697304,1,0,0,0,0,3180,464.9372538,3.23189831,22.66879342,4,1288,,,
-2.3,0.819,36.75468,203,0.128546885,7.392054597,0.11087331,0.2338,0.007212124,0,1,2,0,0,28.9,3.909603158,8.055320374,58.05961738,892,1018,,,
0,0.787,43.943,200,0.127323006,2.559067746,0.121605806,0.196,0.006907042,0,1,0,0,2,0.124,0.048455146,4.008855381,28.80716643,1523,1249,,,
-4.5,0.829,34.35087,173,0.127638644,7.070534625,0.06532826,0.2195,0.00725714,0,0,0,0,0,2.5,0.353580052,5.006507463,36.10382125,1313,1187,,,
-4.9,0.863,18.21138,246,0.137454497,10.82040021,0.211626877,0.2645,0.007788065,0,0,2,0,0,283,26.15430063,37.65975202,271.7916902,436,38,,,
-2.4,0.787,51.998,150,0.127612009,10.00155696,0.007060633,0.2109,0.004327466,1,1,2,0,0,1.08,0.107983187,4.868230734,35.19657233,1462,1198,,,
-1.9,0.837,36.19661,590,0.135966991,10.47781579,0.034710013,0.2429,0.007227076,1,0,2,0,0,373,35.59902249,32.57861407,235.3593923,347,91,,,
0,0.818,30.05546,577,0.133497735,4.099667591,0.111741114,0.2426,0.007295852,0,1,0,0,0,131,31.95381018,24.46213935,176.5968419,375,246,,,
-2.9,0.792,45.99398,382,0.127848544,2.128647914,0.067747307,0.2077,0.006905663,0,1,0,0,0,0.085,0.039931451,5.704148238,41.14043616,1540,1153,,,
-4.2,0.825,39.93183,553,0.129007773,4.127025711,0.193412403,0.2256,0.006994112,0,0,2,0,0,274,66.39163872,9.653453463,69.47603114,207,924,,,
-2.5,0.808,40.43186,295,0.12911742,2.383160744,3.76E-05,0.2157,3.77E-05,1,1,2,0,2,13.6,5.706706958,9.850817488,71.20662058,820,914,,,
-1.6,0.789,44.92931,116,0.128797984,5.833202479,0.021158214,0.2127,0.006731231,0,0,2,0,0,3.23,0.553726707,8.810402722,63.65639334,1241,975,,,
-2.2,0.8,34.55992,474,0.128438773,2.326728119,0.094143923,0.212,0.006873301,0,0,1,0,1,106,45.55753598,7.682700328,55.39380834,291,1045,,,
-0.9,0.81,38.60714,266,0.127739598,7.422331958,0.193134089,0.2138,0.007021582,0,1,0,0,0,29.9,4.028383555,5.45074974,39.11210822,884,1160,,,
-1,0.843,28.24742,329,0.13326802,2.795192083,0.360332854,0.2486,0.007440831,0,0,0,0,0,269,96.23667784,23.91429065,172.2470264,136,265,,,
-2.6,0.819,36.75928,167,0.127715148,7.078507757,0.361197432,0.2369,0.007205277,0,0,2,0,0,1.98,0.279719973,5.513984566,39.30421039,1341,1157,,,
-1.4,0.855,36.35636,165,0.129830606,10.00208859,0.240910311,0.2317,0.007396691,1,0,0,0,0,378,37.79210678,12.42091848,89.39602382,332,776,,,
-4,0.836,29.52208,403,0.125197934,2.512452616,0.014330422,0.1921,0.005814801,1,1,2,0,0,0.003,0.001194052,-3.125265321,-22.5675604,1651,1546,,,
-5.6,0.814,41.41738,610,0.129696909,7.763861291,0.001908628,0.2208,0.001642498,0,1,2,0,0,5.76,0.74189888,11.77272797,85.08939708,1189,808,,,
-6,0.781,38.84128,218,0.129325178,9.664752092,0.0208447,0.2269,0.006606186,0,2,2,0,0,33.1,3.424816248,10.55714349,76.27701738,911,879,,,
0,0.821,43.62838,74,0.129637055,3.040573307,0.397352864,0.2509,0.007755168,0,0,0,0,0,11.1,3.650627326,11.91381352,85.48575189,900,799,,,
-2.6,0.826,47.0775,240,0.127078928,3.544663913,0.027385802,0.2188,0.006887602,0,0,2,0,0,3.08,0.868911715,3.119158669,22.52757842,1165,1296,,,
-2.8,0.868,13.76203,266,0.133362103,11.92926734,0.300975299,0.2357,0.007473913,1,0,0,0,0,2629,220.3823525,24.17511241,174.2249647,30,256,,,
-7.1,0.768,46.33515,239,0.126664999,4.277450552,0.008216832,0.2123,0.004615121,0,1,0,0,0,42.8,10.0059602,1.731031486,12.52861545,697,1375,,,
-2.7,0.844,23.2004,498,0.133846729,5.980404565,0.123325193,0.2308,0.007284087,0,0,0,0,0,1101,184.1012574,25.62857513,185.0060429,48,223,,,
-1.6,0.818,14.93547,468,0.127425857,4.140070256,0.016009379,0.2151,0.006161547,0,0,0,0,0,46.7,11.28000181,4.259043361,30.7811208,673,1234,,,
-4.1,0.814,35.25212,495,0.128455914,4.783904165,0.041655138,0.2241,0.007041201,1,0,0,0,0,23.7,4.954112621,7.694448304,55.56137777,843,1043,,,
-1.1,0.845,37.52115,104,0.127371808,3.231977645,0.565114406,0.2182,0.007248512,0,0,1,0,0,0.011,0.003403489,4.551260022,32.02731458,1631,1218,,,
-1.7,0.827,48.23514,552,0.129869006,3.516338557,0.220175446,0.2188,0.007060407,0,0,0,0,0,6.9,1.96226839,12.53037025,90.219474,1012,766,,,
-1.5,0.793,55.41688,154,0.125577634,2.686047162,0.181603313,0.2015,0.007165269,0,0,0,0,0,18.4,6.850214792,-1.723441005,-12.70295899,787,1503,,,
0,0.798,40.84879,207,0.126626708,2.612259277,0.266940213,0.2149,0.006892408,0,0,0,0,2,0.004,0.001531242,1.826218091,12.80874217,1648,1370,,,
-0.2,0.81,38.17562,283,0.131308107,5.914061057,2.385176009,0.2249,0.007418778,0,0,0,0,0,483,81.66976894,19.15757356,134.6900052,167,408,,,
-2.9,0.789,33.37763,438,0.124135914,3.820228139,0.059705534,0.211,0.006815709,0,0,2,0,0,26.9,7.041464285,-6.605628231,-47.78452305,783,1615,,,
-4.7,0.805,39.42913,484,0.126348518,5.23749523,0.183465786,0.2106,0.006849097,0,0,0,0,0,37.1,7.083538671,0.832704849,5.762155437,781,1412,,,
0,0.77,47.83861,316,0.126663399,4.046746467,0.084638411,0.1965,0.006921656,0,1,1,0,0,0.498,0.123061824,1.791325797,12.84384487,1444,1372,,,
-4.4,0.802,36.88564,181,0.126527272,3.393799232,0.007792601,0.2106,0.004347915,0,0,2,0,0,9.99,2.943603707,1.27426908,9.229194199,941,1393,,,
-2.6,0.814,15.11935,1039,0.127431217,3.112997447,0.081616235,0.2165,0.006870145,1,0,2,0,0,279,89.62423026,4.333118841,31.21295611,150,1231,,,
0,0.796,37.29045,157,0.127393108,8.525123965,0.809995101,0.2227,0.007066625,0,0,0,0,0,101,11.84733506,4.832036796,33.67013038,659,1201,,,
-1.1,0.827,44.96379,475,0.12825557,5.006593689,0.595752142,0.2167,0.007028073,0,0,0,0,0,7.87,1.57192704,7.506159007,53.32807143,1059,1059,,,
0,0.795,31.97585,352,0.125363673,7.880412007,0.057802077,0.2042,0.006814013,1,0,0,0,0,0.075,0.009517269,-2.53872734,-18.39833284,1607,1530,,,
-4.8,0.789,67.65663,83,0.1282815,10.44460008,1.328795536,0.2285,0.007073901,1,0,2,0,0,14.8,1.417000161,8.221292512,57.34004566,1074,1009,,,
-0.5,0.803,24.88225,355,0.129461482,10.47622546,0.060028816,0.2318,0.007186141,0,0,0,0,0,133,12.69541215,11.04245988,79.72167767,636,848,,,
-3.8,0.834,35.9797,468,0.134186888,11.70578283,0.17539283,0.2362,0.00751171,0,0,0,0,2,1060,90.5535337,26.80048261,193.3909988,147,191,,,
-2.8,0.78,34.17946,297,0.131942925,10.31278011,0.05525864,0.2353,0.007215773,0,0,0,0,2,436,42.27763953,19.26134483,139.1102981,311,403,,,
-7.4,0.802,32.46736,527,0.126917431,8.38591386,0.004534998,0.2075,0.003128647,0,0,2,0,0,4.45,0.530651766,2.564377666,18.55530765,1248,1328,,,
-4.3,0.842,48.46348,282,0.126224499,2.560970137,0.341440937,0.2011,0.006798807,1,0,2,0,2,2.63,1.026954576,0.557329793,3.523708082,1128,1424,,,
-1.8,0.849,35.28762,420,0.128557213,13.96527505,0.080896836,0.2143,0.007077279,1,0,0,0,0,1769,126.6713325,8.063814919,58.16821502,85,1017,,,
-5.3,0.814,34.71831,284,0.12796413,13.90684053,0.085372856,0.2115,0.007155628,1,0,0,0,1,2298,165.2424212,6.102304765,43.9893334,55,1130,,,
-7.4,0.798,30.16141,425,0.126289365,2.575791792,0.011815647,0.2218,0.005455729,1,0,2,0,0,0.209,0.081140099,0.489348569,3.551837923,1489,1426,,,
-5.1,0.809,29.44962,262,0.12566407,9.176357456,0.012897432,0.2092,0.005871522,0,0,2,0,0,240,26.1541686,-1.581818805,-11.41396533,437,1498,,,
-1.1,0.809,34.12778,90,0.133607625,4.282877004,0.052448132,0.2291,0.007565826,0,0,0,0,0,25.9,6.047336866,24.7753976,178.9535299,806,241,,,
-1.8,0.831,35.45244,677,0.132136186,8.971507697,0.01299838,0.2339,0.005883162,0,0,0,0,1,269,29.98381198,19.86549703,143.5418496,397,389,,,
-0.4,0.817,33.29133,369,0.130743707,9.08366305,0.008918919,0.2203,0.004884322,0,0,0,0,0,63.6,7.001580711,15.24761333,110.1842567,784,615,,,
-10.6,0.762,46.42181,243,0.122632547,2.343928085,6.53E-06,0.2053,6.55E-06,0,0,0,0,0,6.02,2.568338183,-11.63871238,-84.05429908,962,1653,,,
-2.4,0.832,23.49948,765,0.131050245,6.902532467,0.138632245,0.2293,0.007185167,1,0,0,0,0,39.4,5.708049935,16.37475498,118.1234585,819,541,,,
-4.6,0.812,38.26921,315,0.127561274,3.28993471,0.045824767,0.2078,0.006933484,1,0,0,0,2,1.2,0.36474888,4.733378779,34.16120353,1310,1204,,,
0,0.808,47.38182,132,0.124827818,2.434311308,0.162718988,0.2097,0.007073105,0,0,2,0,0,0.065,0.026701597,-4.224382633,-30.74240894,1560,1572,,,
-1,0.813,34.32313,294,0.130387,3.899800936,0.397352864,0.2022,0.007311204,0,0,0,0,0,304,77.95269681,14.39897329,103.4409289,179,656,,,
-5.2,0.807,32.18043,506,0.130327024,5.339675436,0.016190501,0.2262,0.006384698,0,0,0,0,0,112,20.97505763,13.87305519,100.2416751,497,684,,,
-3.5,0.839,25.60241,332,0.134928323,10.06035298,0.056439807,0.2443,0.007473075,0,0,0,0,0,2407,239.2560186,29.15533884,210.5921366,24,136,,,
-4.2,0.843,27.30983,346,0.129529121,2.737035187,2.66E-09,0.2218,2.65E-09,0,0,0,0,0,0.481,0.175737602,11.21507561,81.0633886,1398,842,,,
-4.9,0.813,28.23077,663,0.131186264,5.050806719,0.007533989,0.2249,0.004143438,1,0,2,0,2,156,30.88615516,16.71296526,120.7735459,385,519,,,
-3.3,0.827,27.97362,489,0.131364819,7.908155152,0.008514961,0.2189,0.004790472,0,0,0,0,0,2.94,0.371768123,17.30550093,125.0530463,1306,488,,,
-5.8,0.806,35.62912,285,0.129929872,3.007435942,0.003063092,0.228,0.002343752,1,0,2,0,0,12.1,4.023360841,12.54570922,90.67233601,885,765,,,
-7.6,0.788,37.19772,219,0.125886979,2.625635533,0.008602288,0.1946,0.004771775,0,0,0,0,0,0.106,0.040371178,-0.846832063,-6.096949809,1538,1469,,,
-3.1,0.824,18.14468,376,0.130648711,5.954193656,0.040037828,0.2249,0.007243371,1,0,0,0,0,77.5,13.01603617,14.95952747,108.0538236,629,631,,,
-6.3,0.837,44.80266,188,0.132370045,10.97112915,0.119824085,0.2296,0.00748066,0,0,0,0,0,4.14,0.377354048,20.73215022,149.6350901,1304,357,,,
-0.6,0.806,40.74649,114,0.129329566,4.200202918,0.037742422,0.191,0.007219343,0,1,0,0,0,7.27,1.730868756,10.58618854,76.460246,1036,875,,,
-0.4,0.814,36.31024,586,0.128289285,2.54010753,0.004960118,0.2179,0.003343919,0,0,0,0,0,0.267,0.10511366,7.110777767,51.40219148,1466,1074,,,
-1.4,0.803,41.13723,94,0.137782256,13.08447243,0.776211249,0.2616,0.008099403,1,0,0,0,0,5495,419.963436,39.23048665,282.2507375,7,26,,,
